,Filename,Role,Seniority Level,Employer/Recruiter,Company,Industry,Skills Match,Link,Word Count_x,Text,Masters,PhD,Higher Education,none,bt,tt,Clean Text,bt_cats,skills_cats,tt_cats
222,desc224,Data Scientist,Entry level,E,ConvaTec,Medical Device,0.913043478,https://www.linkedin.com/jobs/search/?currentJobId=1950742537&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=25,567,at convatec vision develop pioneering trusted medical solutions improve lives touch global medical technology business focused serving people care givers areas advanced wound care ostomy care continence critical care infusion care devise develop manufacture innovative products services support people deeply personal challenging medical conditions helping improve care giving greater confidence freedom mobility guided five core values shape way work every day improve care deliver results grow together what ’ s right global group 9000 employees 2019 group generated revenues $ 1827 billion learn convatec please visit wwwconvatecgroupcom job summary data scientist key member convatec ’ s transformation office transformation office responsible orchestrating convatec ’ s global corporate transformation reports chief transformation officer data scientist report directly vice president business transformation leverage expertise advanced statistical modelling techniques design build next generation analytics engines algorithms models transformation office – goal delivering value convatec transformation working closely members transformation office generating actionable business insights transformation effort – leveraging database currently captures convatec ’ s transformation initiatives – including plans business cases kpis headcount project performance pipelines new projects potential initiatives top helping transformation office utilize data smart decisionmaking partnering leaders across transformation business units regions functions developing action plans “ data sciencebased ” interventions based business insights – ultimately lead significant business performance improvement duties responsibilities develops owns process manage predictive analytics activities across transformation – idea actual intervention business develops owns transformation data science strategy implementation “ roadmap ” leads new improved statistical predictive models algorithms benefit transformation researches benchmarks internal external best practices respect applying data science transformation works peers transformation office convert learnings new programs opportunities opportunity lead implementation projects tests business hypotheses leaders across transformation assess whether hypotheses converted specific actions communicates complex technical concepts analytical statistical models outputs nontechnical stakeholders across business solves nonroutine business problems applying advanced methods – including ai machine learning advanced statistics natural language processing etc builds broader analytics data science capabilities within convatec ’ s transformation “ community ” looking following successful candidate enjoy working agile environments diverse teams multiple stakeholders excel problem solve complex problems break simpler parts effectively communicate complex analytical technical content others engage build strong relationships across team wider business leverage strong entrepreneurial drive test new “ out box ” techniques approaches able prioritise work adopt agile iterative approach use experience project management deliver effectively educationexperiencequalifications equivalent bachelor ’ s degree computer science statistics mathematics operations research related field 5 years experience preferred required masters degree experience relevant computing languages r python scala c experience deep analytical problem solving business environments practical experience developing advanced statistical machine learning models fluency written spoken english although essential experience following would also added bonus working within medical technology industry working large database systems working conditions officebased environment travel convatec provides equal employment opportunities current employees applicants employment policy means one discriminated race religion creed color national origin nationality citizenship ancestry sex age marital status physical mental disability affectional sexual orientation gender identity military veteran status genetic predisposing characteristics basis prohibited law notice agency search firm representatives convatec accepting unsolicited resumes agencies andor search firms job posting resumes submitted convatec employee third party agency andor search firm without valid written signed search agreement become sole property convatec fee paid candidate hired position result unsolicited agency search firm referral thank active employee convatec please apply go career worklet workday home page view convatec internal career site find jobs thank you !,1,0,1,0.409090909,0.454545455,0.136363636,at convatec vision develop pioneering trusted medical solutions improve lives touch global medical technology business focused serving people care givers areas advanced wound care ostomy care continence critical care infusion care devise develop manufacture innovative products services support people deeply personal challenging medical conditions helping improve care giving greater confidence freedom mobility guided five core values shape way work every day improve care deliver results grow together right global group DIGIT employees DIGIT group generated revenues $ DIGIT billion learn convatec please visit wwwconvatecgroupcom job summary data scientist key member convatec transformation office transformation office responsible orchestrating convatec global corporate transformation reports chief transformation officer data scientist report directly vice president business transformation leverage expertise advanced statistical modelling techniques design build next generation analytics engines algorithms models transformation office goal delivering value convatec transformation working closely members transformation office generating actionable business insights transformation effort leveraging database currently captures convatec transformation initiatives including plans business cases kpis headcount project performance pipelines new projects potential initiatives top helping transformation office utilize data smart decisionmaking partnering leaders across transformation business units regions functions developing action plans data sciencebased interventions based business insights ultimately lead significant business performance improvement duties responsibilities develops owns process manage predictive analytics activities across transformation idea actual intervention business develops owns transformation data science strategy implementation roadmap leads new improved statistical predictive models algorithms benefit transformation researches benchmarks internal external best practices respect applying data science transformation works peers transformation office convert learnings new programs opportunities opportunity lead implementation projects tests business hypotheses leaders across transformation assess whether hypotheses converted specific actions communicates complex technical concepts analytical statistical models outputs nontechnical stakeholders across business solves nonroutine business problems applying advanced methods including ai machine learning advanced statistics natural language processing etc builds broader analytics data science capabilities within convatec transformation community looking following successful candidate enjoy working agile environments diverse teams multiple stakeholders excel problem solve complex problems break simpler parts effectively communicate complex analytical technical content others engage build strong relationships across team wider business leverage strong entrepreneurial drive test new box techniques approaches able prioritise work adopt agile iterative approach use experience project management deliver effectively educationexperiencequalifications equivalent bachelor degree computer science statistics mathematics operations research related field DIGIT years experience preferred required masters degree experience relevant computing languages r python scala c experience deep analytical problem solving business environments practical experience developing advanced statistical machine learning models fluency written spoken english although essential experience following would also added bonus working within medical technology industry working large database systems working conditions officebased environment travel convatec provides equal employment opportunities current employees applicants employment policy means one discriminated race religion creed color national origin nationality citizenship ancestry sex age marital status physical mental disability affectional sexual orientation gender identity military veteran status genetic predisposing characteristics basis prohibited law notice agency search firm representatives convatec accepting unsolicited resumes agencies andor search firms job posting resumes submitted convatec employee third party agency andor search firm without valid written signed search agreement become sole property convatec fee paid candidate hired position result unsolicited agency search firm referral thank active employee convatec please apply go career worklet workday home page view convatec internal career site find jobs thank ,"(0.4, 0.6]","(0.8, 1.0]","(-0.001, 0.2]"
225,desc227,Data Scientist,Entry level,R,SR2 - Socially Responsible Recruitment,"Information Technology & Services,  Computer Software , Staffing & Recruiting",0.857142857,https://www.linkedin.com/jobs/search/?currentJobId=1984837789&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=25,86,data scientist uk remote nlp currently looking data scientist extensive experience natural language processing assist client proof concept projects pipelined add value exciting sector uk economy remote first company meet london team role must uk based initial 3 month contract business builds back however good pipeline work chance extend experience expert coding skills either python r database knowledge sql demonstrable evidence playing key part nlp projects visualisation experience tableau microsoft bi etc agile working start date august 10th questions interested please apply get touch jack sr2,0,0,0,0.4,0.4,0.2,data scientist uk remote nlp currently looking data scientist extensive experience natural language processing assist client proof concept projects pipelined add value exciting sector uk economy remote first company meet london team role must uk based initial DIGIT month contract business builds back however good pipeline work chance extend experience expert coding skills either python r database knowledge sql demonstrable evidence playing key part nlp projects visualisation experience tableau microsoft bi etc agile working start date august DIGIT th questions interested please apply get touch jack sr DIGIT ,"(0.2, 0.4]","(0.8, 1.0]","(-0.001, 0.2]"
228,desc230,Data Scientist,Entry level,E,ACHILLES,"Marketing & Advertising,  Computer Software,  Management Consulting",0.941176471,https://www.linkedin.com/jobs/search/?currentJobId=1976393281&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=25,418,description data scientist report directly insights team responsibility design build deliver insight based solutions clients role using advanced analytical techniques provide powerful decision support capabilities achilles communities buyers suppliers key industry bodies strong ambitions transform industry strategic use data analytics role providing expertise required successkey responsibilitiesdata analysis identifying businessdriven opportunities use advanced analytics techniques key leaders business eg analytics colleagues marketing product management sales client facing teams providing expertise respect analytics tools methodologies best suited business needs data structure leading advanced analytics projects carrying required technical analyses using methods tools clustering regression optimization machine learning etc presenting results work clients key stakeholders providing input broader data discussions achilles well selected partner discussions business partnering drive engagement adoption best practice data science processes work stakeholders assist defining analytics data science requirements working business teams analytics colleagues understand data availability structure required fulfil analytics opportunities working sales client facing teams ensure results presented way adds value clients stakeholders driving revenue increase achilles take proactive part different achilles departments involved data including data management standard well bespoke bi reporting product management sales etcqualificationsformal data science qualification preferredperson specificationachieving results focuses performance outcomes despite uncertain difficult circumstances actively links efforts others within team avoid overlap rework delays spots opportunities deliver beyond expectations would help others perform effectively sets targets objectives clear reference contribute departmental business plan drive motivation addresses multiple demands without losing focus energy increases efforts face difficulties obstacles recovers quickly setbacks remains calm focused stressful challenging situations concentrates things control influence encourages others challenging times positive cando attitude creative capacity shares ideas openly colleagues actively looks new ways working together participates brainstorming sessions innovation forums uses influencing persuasive skills sell ideas others driving quality takes personal pride delivering work highest standards sets targets quality completeness work go beyond minimum required develops robust processes work checked assessed monitored quality compares quality work others similar roles teams strives outperform others knowledge strong academic background computer science physics engineering mathematics quantitative fields python r programming languages sql tsql power bi reporting tools crm systems preferably crm dynamics deep analytics quantitative skills ability understand business problems select appropriate mathematical method best solve problem knowledgeable open using wide range techniques key role spanish language skills helpful essential experience multiyears postgraduate experience analytics data mining machine learning predictive modelling proven track record developing applying advanced analytics address practical business problems ability lead execute projects start finish demonstrated experience engaging influencing business leaders experience using analytics commercial setting ideally industries financial services insurance healthcare manufacturing energy telecommunications,0,0,0,0,1,0,description data scientist report directly insights team responsibility design build deliver insight based solutions clients role using advanced analytical techniques provide powerful decision support capabilities achilles communities buyers suppliers key industry bodies strong ambitions transform industry strategic use data analytics role providing expertise required successkey responsibilitiesdata analysis identifying businessdriven opportunities use advanced analytics techniques key leaders business eg analytics colleagues marketing product management sales client facing teams providing expertise respect analytics tools methodologies best suited business needs data structure leading advanced analytics projects carrying required technical analyses using methods tools clustering regression optimization machine learning etc presenting results work clients key stakeholders providing input broader data discussions achilles well selected partner discussions business partnering drive engagement adoption best practice data science processes work stakeholders assist defining analytics data science requirements working business teams analytics colleagues understand data availability structure required fulfil analytics opportunities working sales client facing teams ensure results presented way adds value clients stakeholders driving revenue increase achilles take proactive part different achilles departments involved data including data management standard well bespoke bi reporting product management sales etcqualificationsformal data science qualification preferredperson specificationachieving results focuses performance outcomes despite uncertain difficult circumstances actively links efforts others within team avoid overlap rework delays spots opportunities deliver beyond expectations would help others perform effectively sets targets objectives clear reference contribute departmental business plan drive motivation addresses multiple demands without losing focus energy increases efforts face difficulties obstacles recovers quickly setbacks remains calm focused stressful challenging situations concentrates things control influence encourages others challenging times positive cando attitude creative capacity shares ideas openly colleagues actively looks new ways working together participates brainstorming sessions innovation forums uses influencing persuasive skills sell ideas others driving quality takes personal pride delivering work highest standards sets targets quality completeness work go beyond minimum required develops robust processes work checked assessed monitored quality compares quality work others similar roles teams strives outperform others knowledge strong academic background computer science physics engineering mathematics quantitative fields python r programming languages sql tsql power bi reporting tools crm systems preferably crm dynamics deep analytics quantitative skills ability understand business problems select appropriate mathematical method best solve problem knowledgeable open using wide range techniques key role spanish language skills helpful essential experience multiyears postgraduate experience analytics data mining machine learning predictive modelling proven track record developing applying advanced analytics address practical business problems ability lead execute projects start finish demonstrated experience engaging influencing business leaders experience using analytics commercial setting ideally industries financial services insurance healthcare manufacturing energy telecommunications,"(0.8, 1.0]","(0.8, 1.0]","(-0.001, 0.2]"
240,desc242,Data Scientist,Entry level,R,Harnham,"Marketing & Advertising,  Computer Software,  Financial Services",1,https://www.linkedin.com/jobs/search/?currentJobId=1974096353&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=50,150,data scientist cambridge £70000 benefits fantastic opportunity work one best end end marketing agencies specialise array areas advertising right performance marketing pr brand grown massively last couple years become market leader across strategy consulting data digital analytics innovation youll applying supervised unsupervised machine learning techniques building advanced customer segmentations working campaign crm marketing teams ensure targeting optimisation play vital part taking ownership data science offering brand champion throughout wider business brand consultancy element role establishing opportunities within existing clients seeing best leverage core areas business use data science get chance productionise models future sell capability clients across multiple industries need advanced modelling skills one following r python previously built advanced predictive models experience applying machine learning techniques worked across customer marketing analytics strategy degree higher numerical discipline fantastic stakeholder skills benefits salary £70000 based experience flexible working pension apply please register interest sending cv jamie smith via apply link page,0,0,0,0.25,0.75,0,data scientist cambridge DIGIT benefits fantastic opportunity work one best end end marketing agencies specialise array areas advertising right performance marketing pr brand grown massively last couple years become market leader across strategy consulting data digital analytics innovation youll applying supervised unsupervised machine learning techniques building advanced customer segmentations working campaign crm marketing teams ensure targeting optimisation play vital part taking ownership data science offering brand champion throughout wider business brand consultancy element role establishing opportunities within existing clients seeing best leverage core areas business use data science get chance productionise models future sell capability clients across multiple industries need advanced modelling skills one following r python previously built advanced predictive models experience applying machine learning techniques worked across customer marketing analytics strategy degree higher numerical discipline fantastic stakeholder skills benefits salary DIGIT based experience flexible working pension apply please register interest sending cv jamie smith via apply link page,"(0.6, 0.8]","(0.8, 1.0]","(-0.001, 0.2]"
244,desc247,Data Scientist,Entry level,R,Metrica Recruitment,"Information Technology & Services,  Computer Software,  Financial Services",1,https://www.linkedin.com/jobs/search/?currentJobId=1997092456&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=50,112,the company leading ecommerce retailer achieved continuous recognition since established 5 years ago hold analytics forefront driving business forward unprecedented growth means would perfect time join innovative company exciting opportunity could propel career next level role data scientist using advanced machine learning optimisation techniques build tools lead effective business improvements work range optimising warehouse algorithmically designing recipe menus based customers ’ taste – experienced data scientist ability interpret large data sets generate actionable insight – excellent communicator able explain complex models stakeholders requirements – experience machine learning techniques – strong coding skills ability develop algorithms build models well productionise – commercial data science experience job owner dprosser tagged excel python r sql,0,0,0,0.2,0.4,0.4,the company leading ecommerce retailer achieved continuous recognition since established DIGIT years ago hold analytics forefront driving business forward unprecedented growth means would perfect time join innovative company exciting opportunity could propel career next level role data scientist using advanced machine learning optimisation techniques build tools lead effective business improvements work range optimising warehouse algorithmically designing recipe menus based customers taste experienced data scientist ability interpret large data sets generate actionable insight excellent communicator able explain complex models stakeholders requirements experience machine learning techniques strong coding skills ability develop algorithms build models well productionise commercial data science experience job owner dprosser tagged excel python r sql,"(0.2, 0.4]","(0.8, 1.0]","(0.2, 0.4]"
249,desc253,Data Scientist,Entry level,E,E-TEC Power Management Limited,"Information Technology & Services,  Computer Software,  Staffing & Recruiting",1,https://www.linkedin.com/jobs/search/?currentJobId=1993777459&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=50,233,data scientist cambridge fulltime permanent £50000£60000 plus annual bonus client leader creating deep engaging gaming experiences one uks biggest respected video game developers publishers 260 million player accounts virtual world created $ 1bn franchise connecting inspiring millions players across world 360 people cambridge hq hunt talented technical people surpass 400 mark achieve yet another year record growth player satisfaction role include working data scientists analysts product owners engineers drive data driven culture across business enable hypothesis driven development build reports develop kpis use predictive modelling gain deep understanding products customers main responsibilities work product teams identify kpis measure product performance build forecasts assist planning retrospectives collaborate data engineering teams build model deployments data pipelines use statistics analytics machine learning optimize customer experience leverage sql present accurate engaging data charts detailed analysis product owners department leads development teams build tools data services enable datadriven decision making stay date industry data science standard technologies evangelise among team relevant essential skills strong sql python skills knowledge experience training evaluating deploying machine learning models experience applied statistics quantitative research passionate games using data improve player experiences excellent communication skills ability present results people various backgrounds experiences degree stem subjects relevant experience company benefits flexible working bonus scheme private health care gym membership generous pension contributions life insurance free cycle repair income protection dental plan free fruit drinks subsidised canteen information please contact harry calvert tec partners apply,0,0,0,0.166666667,0.5,0.333333333,data scientist cambridge fulltime permanent DIGIT plus annual bonus client leader creating deep engaging gaming experiences one uks biggest respected video game developers publishers DIGIT million player accounts virtual world created $ DIGIT bn franchise connecting inspiring millions players across world DIGIT people cambridge hq hunt talented technical people surpass DIGIT mark achieve yet another year record growth player satisfaction role include working data scientists analysts product owners engineers drive data driven culture across business enable hypothesis driven development build reports develop kpis use predictive modelling gain deep understanding products customers main responsibilities work product teams identify kpis measure product performance build forecasts assist planning retrospectives collaborate data engineering teams build model deployments data pipelines use statistics analytics machine learning optimize customer experience leverage sql present accurate engaging data charts detailed analysis product owners department leads development teams build tools data services enable datadriven decision making stay date industry data science standard technologies evangelise among team relevant essential skills strong sql python skills knowledge experience training evaluating deploying machine learning models experience applied statistics quantitative research passionate games using data improve player experiences excellent communication skills ability present results people various backgrounds experiences degree stem subjects relevant experience company benefits flexible working bonus scheme private health care gym membership generous pension contributions life insurance free cycle repair income protection dental plan free fruit drinks subsidised canteen information please contact harry calvert tec partners apply ,"(0.4, 0.6]","(0.8, 1.0]","(0.2, 0.4]"
260,desc264,Data Scientist,Entry level,R,Coburg Banks IT Recruitment,Information Technology & Services,0.888888889,https://www.linkedin.com/jobs/search/?currentJobId=1976593970&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=75,140,job title data scientist ai salary circa £45000 £55000 plus benefits location cambridge rare opportunity data scientist years experience recent phd analytical subject real passion data science aimachine learning company cutting edge field produced powerful ai analytics engine revolutionising decision making development within life sciences sector work within small highly talented team data scientists varied agile projects ready given great deal autonomy projects work make key decisions looking strong development skills python good understanding machine learning ml deep learning dl ml frameworks familiarity agile frameworks nlp knowledge experience experience aws would plus benefits 25 days holiday plus bank holidays pension apple mac weekly team lunches cycle work scheme excellent training developmentcoburg banks specialise recruiting variety areas including development support programme project management business analysts testing well mid senior level appointments would welcome opportunity helping career please send copy cv us,0,1,1,0.166666667,0.5,0.333333333,job title data scientist ai salary circa DIGIT DIGIT plus benefits location cambridge rare opportunity data scientist years experience recent phd analytical subject real passion data science aimachine learning company cutting edge field produced powerful ai analytics engine revolutionising decision making development within life sciences sector work within small highly talented team data scientists varied agile projects ready given great deal autonomy projects work make key decisions looking strong development skills python good understanding machine learning ml deep learning dl ml frameworks familiarity agile frameworks nlp knowledge experience experience aws would plus benefits DIGIT days holiday plus bank holidays pension apple mac weekly team lunches cycle work scheme excellent training developmentcoburg banks specialise recruiting variety areas including development support programme project management business analysts testing well mid senior level appointments would welcome opportunity helping career please send copy cv us,"(0.4, 0.6]","(0.8, 1.0]","(0.2, 0.4]"
263,desc267,Bioinformatics Data Scientist,Entry level,R,Hays,"Construction,  Staffing & Recruiting , Financial Services",0.894736842,https://www.linkedin.com/jobs/search/?currentJobId=1960673213&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=75,371,your new company exciting diagnostics company cambridge area currently undergoing strong growth bioinformatics statistics biology teams help drive new development efforts company heavily focused genomics ngs within clinical invitro diagnostics ivd recruiting several experienced data scientists bioinformaticians biostatisticians strong programming analysis skills help drive company forward make real difference diagnosis patients diseases cancer new role focusing design development implementation new facets functionality platform geared towards biomarker discovery validation working closely stakeholders also involved analysis ngs data clinical samples help optimise company ’ s development efforts diagnostic tests role critical business position make significant impact company working part crossfunctional team responsible managing selfcontained machine learning projects collaborating larger projects colleagues departments molecular biology engineering softwareit development major responsibilities include developing implementing testing new machine learning ai models methods approaches increasing functionality effectiveness company ’ s technology stack platform biomarker discovery id validation project management including setting timelines milestones handson programming typically python julia r liaising major stakeholders analysis largescale clinical genomic ngs data sets providing training technical advice colleagues youll need succeed well strong communication organisational time management skills msc phd equivalent experience data science machine learning bioinformatics computational biology statistics computer science biology related subject track record utilising andor developing machine learning deep learning ai approaches analysis biological data ideally exposure analysis genomic eg sequencing ngs rnaseq chipseq methylation clinical data strong programming skills language python julia r similar knowledge numpy pandas tensorflow similar distinct advantage good project management skills candidates knowledge experience biomarker discovery validation clinical diagnostics commercial product development pharmaceutical ivd medical device industry encouraged apply youll get return chance work range interesting projects great company atmosphere well ability directly influence development diagnostics products make real difference patients youll also joining company go next growth phase chances develop skills career need youre interested role click apply forward uptodate copy cv call 0203 465 0057 job isnt quite right looking new position please contact us confidential discussion career especially number bioinformatics data science statistics positions available keywords bioinformatics bioinformatician data science statistics statistical biomarker discovery genetics genomics ngs pcr sequence bayesian biomarker machine learning programmer programming scientist diagnostics molecular python r c bash medical device solution architect developer automation ivd platform project manager developer tool pipeline computational computer oncology 3817391,1,1,1,0.076923077,0.615384615,0.307692308,your new company exciting diagnostics company cambridge area currently undergoing strong growth bioinformatics statistics biology teams help drive new development efforts company heavily focused genomics ngs within clinical invitro diagnostics ivd recruiting several experienced data scientists bioinformaticians biostatisticians strong programming analysis skills help drive company forward make real difference diagnosis patients diseases cancer new role focusing design development implementation new facets functionality platform geared towards biomarker discovery validation working closely stakeholders also involved analysis ngs data clinical samples help optimise company development efforts diagnostic tests role critical business position make significant impact company working part crossfunctional team responsible managing selfcontained machine learning projects collaborating larger projects colleagues departments molecular biology engineering softwareit development major responsibilities include developing implementing testing new machine learning ai models methods approaches increasing functionality effectiveness company technology stack platform biomarker discovery id validation project management including setting timelines milestones handson programming typically python julia r liaising major stakeholders analysis largescale clinical genomic ngs data sets providing training technical advice colleagues youll need succeed well strong communication organisational time management skills msc phd equivalent experience data science machine learning bioinformatics computational biology statistics computer science biology related subject track record utilising andor developing machine learning deep learning ai approaches analysis biological data ideally exposure analysis genomic eg sequencing ngs rnaseq chipseq methylation clinical data strong programming skills language python julia r similar knowledge numpy pandas tensorflow similar distinct advantage good project management skills candidates knowledge experience biomarker discovery validation clinical diagnostics commercial product development pharmaceutical ivd medical device industry encouraged apply youll get return chance work range interesting projects great company atmosphere well ability directly influence development diagnostics products make real difference patients youll also joining company go next growth phase chances develop skills career need youre interested role click apply forward uptodate copy cv call DIGIT DIGIT DIGIT job isnt quite right looking new position please contact us confidential discussion career especially number bioinformatics data science statistics positions available keywords bioinformatics bioinformatician data science statistics statistical biomarker discovery genetics genomics ngs pcr sequence bayesian biomarker machine learning programmer programming scientist diagnostics molecular python r c bash medical device solution architect developer automation ivd platform project manager developer tool pipeline computational computer oncology DIGIT ,"(0.6, 0.8]","(0.8, 1.0]","(0.2, 0.4]"
264,desc268,Data Scientist,Entry level,R,Bowerford Associates Limited,Information Technology & Services,1,https://www.linkedin.com/jobs/search/?currentJobId=1997167623&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=75,123,the candidate experience skill set client looking data scientist become important member team right candidate background quantitative technical field experience working large data sets data analytics machine learning experience datadriven decision making looking result focussed selfstarter demonstrate success using analytics drive understanding growth success project graduate calibre sqlpythonr data manipulation cleaning visualisation linear regression cluster analysis classification strong statistics strong leadership influencing skills interacting senior stakeholders highly personable excellent written verbal communication abilities high degree numeracythis great role great business offers true career progression training professional development please send word cv details please note due high level applications respond applicants whose skills qualifications suitable position terminology advert intended discriminate protected characteristics fall equality act 2010 bowerford associates ltd acting employment agency relation vacancy,0,0,0,0.333333333,0.5,0.166666667,the candidate experience skill set client looking data scientist become important member team right candidate background quantitative technical field experience working large data sets data analytics machine learning experience datadriven decision making looking result focussed selfstarter demonstrate success using analytics drive understanding growth success project graduate calibre sqlpythonr data manipulation cleaning visualisation linear regression cluster analysis classification strong statistics strong leadership influencing skills interacting senior stakeholders highly personable excellent written verbal communication abilities high degree numeracythis great role great business offers true career progression training professional development please send word cv details please note due high level applications respond applicants whose skills qualifications suitable position terminology advert intended discriminate protected characteristics fall equality act DIGIT bowerford associates ltd acting employment agency relation vacancy,"(0.4, 0.6]","(0.8, 1.0]","(-0.001, 0.2]"
265,desc269,Data Scientist,Entry level,E,PharmiWeb.Jobs,"Staffing & Recruiting,  Biotechnology,  Pharmaceuticals",1,https://www.linkedin.com/jobs/search/?currentJobId=1997132671&f_E=2&geoId=101165590&keywords=data%20science&location=United%20Kingdom&start=75,565,real world science data scientist vaccines cambridge uk astrazeneca turn ideas life changing medicines working means entrepreneurial thinking big working together make impossible reality focused potential science address unmet needs patients around world commit areas think really change course medicine bring big new ideas life role real world science digital team growing group within astrazenecas global evidence function driving scientific use real world data accelerate way patients access innovative medicines real world science digital team comprises core quantitative group digital platform leads data strategy experts providing astrazeneca enterprise hub real world science astrazeneca rich history real world evidence developed coherent strategy develop internalize data assets group amplifying investments dedicated real world data science capability real world data scientists successful role work challenging problems using innovative approaches accelerate delivery real world insights evidence key internal external stakeholders ideal candidate role bring proven track record delivering value leverage routinely collected data healthcare settings provide health analytics insights range contexts including public health pharmaceutical research development commercial payer collaborate colleagues epidemiology statistics payer giving scientific technical guidance study design rw data selection best practice rw data utilization addition assist advancing shaping azs real world science data strategy due diligence new data providersvendors informatics support data acquisitions range therapeutic areas role promote best practice real world data science across multiple domains andor stakeholder groups typical accountabilities collaborate payer epidemiology teams maximise value derived large observational research data deliver analyses data emr claims primary observational data required ta rwe strategies support development ivs strategies selection optimised contact models prioritised markets analysis rwd provide scientific guidance application real world evidence observational research data address issues across oncology biopharmaceuticals business units provide technical input options directions strategic decisions made az observational study teams study design data partner selection best practices rwe data utilization support technical teams provide access analytical tools develop visual analytics enable selfserving applications end customers provide clear technical input options direction strategic decisions rwe platform capability build provide support strategic decisions az medical evidence observational research external collaborations us markets assist building capability becomes source sustained competitive advantage az identifying acquiring integrating mining diverse rw data multiple geographic healthcare system sources support evidence generation realworld studies evaluate assess strengths weaknesses external rw data sources potential partners advancing data strategy specific therapeutic areas maintain strong insight capabilities potential external partners rwe especially us emerging markets essential education qualifications skills experience phd ms data science advanced degree life sciences post doctoral trainingwork medicalhealth informatics related field experience realworld evidence familiarity health economicsepidemiology quantitative science health outcome modelling expertise emrhealth disease registries insurance claims databases expertise clinical data standards medical terminologies controlled vocabularies used healthcare data ontologies icd910readcode experience supporting pharmacoepidemiology studies proven track record advancing approaches data science experience statistical analysis plan sap generation execution observational studies expertise methods development application using statistical languages rmatlabsassqlhadooppython experience advanced visualisation visual analytics routinely collected healthcare data desirable expertise data mining approaches within healthcare settings generating insight routinely collected healthcare data history patient care equivalent background working patient care setting allows candidate bring medical perspective realworld evidence generation observational studies demonstrated ability build longterm relationships stakeholders senior levels understand relevant scientificbusiness challenges deep level translate programme informatics activities deliver defined value ability lead manage multidisciplinary data science projects strong track record delivering large cross functional projects experience working global organization delivering global solutions use machine learning artificial intelligence generation hypotheses within real world data,0,1,1,0.214285714,0.571428571,0.214285714,real world science data scientist vaccines cambridge uk astrazeneca turn ideas life changing medicines working means entrepreneurial thinking big working together make impossible reality focused potential science address unmet needs patients around world commit areas think really change course medicine bring big new ideas life role real world science digital team growing group within astrazenecas global evidence function driving scientific use real world data accelerate way patients access innovative medicines real world science digital team comprises core quantitative group digital platform leads data strategy experts providing astrazeneca enterprise hub real world science astrazeneca rich history real world evidence developed coherent strategy develop internalize data assets group amplifying investments dedicated real world data science capability real world data scientists successful role work challenging problems using innovative approaches accelerate delivery real world insights evidence key internal external stakeholders ideal candidate role bring proven track record delivering value leverage routinely collected data healthcare settings provide health analytics insights range contexts including public health pharmaceutical research development commercial payer collaborate colleagues epidemiology statistics payer giving scientific technical guidance study design rw data selection best practice rw data utilization addition assist advancing shaping azs real world science data strategy due diligence new data providersvendors informatics support data acquisitions range therapeutic areas role promote best practice real world data science across multiple domains andor stakeholder groups typical accountabilities collaborate payer epidemiology teams maximise value derived large observational research data deliver analyses data emr claims primary observational data required ta rwe strategies support development ivs strategies selection optimised contact models prioritised markets analysis rwd provide scientific guidance application real world evidence observational research data address issues across oncology biopharmaceuticals business units provide technical input options directions strategic decisions made az observational study teams study design data partner selection best practices rwe data utilization support technical teams provide access analytical tools develop visual analytics enable selfserving applications end customers provide clear technical input options direction strategic decisions rwe platform capability build provide support strategic decisions az medical evidence observational research external collaborations us markets assist building capability becomes source sustained competitive advantage az identifying acquiring integrating mining diverse rw data multiple geographic healthcare system sources support evidence generation realworld studies evaluate assess strengths weaknesses external rw data sources potential partners advancing data strategy specific therapeutic areas maintain strong insight capabilities potential external partners rwe especially us emerging markets essential education qualifications skills experience phd ms data science advanced degree life sciences post doctoral trainingwork medicalhealth informatics related field experience realworld evidence familiarity health economicsepidemiology quantitative science health outcome modelling expertise emrhealth disease registries insurance claims databases expertise clinical data standards medical terminologies controlled vocabularies used healthcare data ontologies icd DIGIT readcode experience supporting pharmacoepidemiology studies proven track record advancing approaches data science experience statistical analysis plan sap generation execution observational studies expertise methods development application using statistical languages rmatlabsassqlhadooppython experience advanced visualisation visual analytics routinely collected healthcare data desirable expertise data mining approaches within healthcare settings generating insight routinely collected healthcare data history patient care equivalent background working patient care setting allows candidate bring medical perspective realworld evidence generation observational studies demonstrated ability build longterm relationships stakeholders senior levels understand relevant scientificbusiness challenges deep level translate programme informatics activities deliver defined value ability lead manage multidisciplinary data science projects strong track record delivering large cross functional projects experience working global organization delivering global solutions use machine learning artificial intelligence generation hypotheses within real world data,"(0.4, 0.6]","(0.8, 1.0]","(0.2, 0.4]"
